company name,company ticker,company location,role name,role rank,role level,total pay (USD),base pay (USD),stock (USD),bonus (USD),upper bound (USD),lower bound (USD),years at company,years of experience
warner bros discovery,WBD,United States,data-scientist,2,Data Scientist II,,,,,,,,
warner bros discovery,WBD,United States,data-scientist,3,Senior Data Scientist,235000,182000,34400,19200,,,,
warner bros discovery,WBD,United States,data-scientist,4,Staff Data Scientist,,,,,,,,
warner bros discovery,WBD,United States,data-scientist,5,Senior Staff Data Scientist,,,,,,,,
warner bros discovery,WBD,United States,data-scientist,6,Principal Data Scientist,,,,,,,,
warner bros discovery,WBD,United States,marketing,1,Marketing I,,,,,,,,
warner bros discovery,WBD,United States,marketing,2,Marketing II,,,,,,,,
warner bros discovery,WBD,United States,marketing,3,Senior Marketing,201000,175000,0,26000,,,,
warner bros discovery,WBD,United States,marketing,4,Staff Marketing,,,,,,,,
warner bros discovery,WBD,United States,marketing,5,Senior Staff Marketing,,,,,,,,
warner bros discovery,WBD,United States,marketing,6,Principal Marketing,,,,,,,,
warner bros discovery,WBD,United States,software-engineering-manager,,Manager,337000,230000,66000,41000,,,2 Years,20 Years
qualcomm,QCOM,United States,software-engineer,1,"Associate Engineer
(Entry Level)",126700,110400,11500,4700,,,,
qualcomm,QCOM,United States,software-engineer,2,Engineer,168500,130900,30200,7400,,,,
qualcomm,QCOM,United States,software-engineer,3,Senior Engineer,189700,144600,33200,12000,,,,
qualcomm,QCOM,United States,software-engineer,4,Staff Engineer,266000,176300,66300,23400,,,,
qualcomm,QCOM,United States,software-engineer,5,Senior Staff Engineer,361600,214100,113500,34000,,,,
qualcomm,QCOM,United States,software-engineer,6,Principal Engineer,454600,250000,158300,46300,,,,
qualcomm,QCOM,United States,hardware-engineer,1,Associate Hardware Engineer,,,,,,,,
qualcomm,QCOM,United States,hardware-engineer,2,Hardware Engineer,163000,127900,24600,10500,,,,
qualcomm,QCOM,United States,hardware-engineer,3,Senior Hardware Engineer,204300,151400,37500,15500,,,,
qualcomm,QCOM,United States,hardware-engineer,4,Staff Hardware Engineer,260399,179800,58700,21900,,,,
qualcomm,QCOM,United States,hardware-engineer,5,Senior Staff Hardware Engineer,364300,213500,116000,34800,,,,
qualcomm,QCOM,United States,hardware-engineer,6,Principal Hardware Engineer,473100,248900,173600,50600,,,,
qualcomm,QCOM,United States,information-technologist-it,,L1,122000,94000,22500,5000,,,1 Year,1 Year
qualcomm,QCOM,United States,electrical-engineer,,-,215000,143000,26700,45000,,,0 Years,0 Years
qualcomm,QCOM,United States,product-manager,1,Associate Product Manager,,,,,,,,
qualcomm,QCOM,United States,product-manager,2,Product Manager,176900,155400,15500,6000,,,,
qualcomm,QCOM,United States,product-manager,3,Senior Product Manager,239000,178300,40000,20800,,,,
qualcomm,QCOM,United States,product-manager,4,Staff Product Manager,329400,207000,81200,41200,,,,
qualcomm,QCOM,United States,product-manager,5,Director,419400,232500,141600,45300,,,,
qualcomm,QCOM,United States,product-manager,6,Sr. Director,648000,271000,325000,52000,,,,
qualcomm,QCOM,United States,product-manager,7,VP,762500,315000,337500,110000,,,,
qualcomm,QCOM,United States,financial-analyst,,-,118000,84000,27500,6000,,,1 Year,2 Years
qualcomm,QCOM,United States,technical-program-manager,1,TPM,,,,,,,,
qualcomm,QCOM,United States,technical-program-manager,2,Senior TPM,279300,186700,63300,29300,,,,
qualcomm,QCOM,United States,technical-program-manager,3,Staff TPM,330500,220000,79300,31300,,,,
qualcomm,QCOM,United States,technical-program-manager,4,Senior Staff TPM,,,,,,,,
qualcomm,QCOM,United States,technical-program-manager,5,Principal TPM,,,,,,,,
qualcomm,QCOM,United States,data-scientist,,L2,170000,170000,0,0,,,4 Years,7 Years
qualcomm,QCOM,United States,software-engineering-manager,1,Manager,279900,186900,69600,23400,,,,
qualcomm,QCOM,United States,software-engineering-manager,2,Senior Manager,350100,203600,110700,35900,,,,
qualcomm,QCOM,United States,software-engineering-manager,3,Director,455300,239400,161500,54400,,,,
qualcomm,QCOM,United States,software-engineering-manager,4,Senior Director,,,,,,,,
qualcomm,QCOM,United States,software-engineering-manager,5,VP,,,,,,,,
qualcomm,QCOM,United States,product-designer,,L5,216000,160000,11700,44300,,,0 Years,1 Year
oreilly-auto-parts,ORLY,United States,software-engineer,,Senior Software Developer,99000,94500,0,4500,,,4 Years,4 Years
oreilly-auto-parts,ORLY,United States,solution-architect,,,139150,,,,150500,127800,,
oreilly-auto-parts,ORLY,United States,customer-service,,,33450,,,,36300,30600,,
oreilly-auto-parts,ORLY,United States,program-manager,,,114450,,,,123100,105800,,
oreilly-auto-parts,ORLY,United States,business-analyst,,,100500,,,,109000,92000,,
oreilly-auto-parts,ORLY,United States,technical-writer,,,87450,,,,94000,80900,,
regeneron,REGN,United States,software-engineer,,-,105000,100000,5000,0,,,1 Year,2 Years
regeneron,REGN,United States,founder,,,96500,,,,105700,87300,,
regeneron,REGN,United States,biomedical-engineer,,-,75000,75000,0,0,,,0 Years,2 Years
regeneron,REGN,United States,data-science-manager,,,199000,,,,216000,182000,,
regeneron,REGN,United States,controls-engineer,,,89550,,,,97200,81900,,
regeneron,REGN,United States,data-analyst,,,108550,,,,117700,99400,,
regeneron,REGN,United States,product-manager,,,199000,,,,212000,186000,,
regeneron,REGN,United States,data-scientist,,Principal Scientist,210000,160000,30000,20000,,,2 Years,5 Years
regeneron,REGN,United States,program-manager,,,180900,,,,192600,169200,,
regeneron,REGN,United States,mechanical-engineer,,,111450,,,,118700,104200,,
american-electric-power,AEP,United States,software-engineer,,-,131000,120000,0,11300,,,6 Years,6 Years
american-electric-power,AEP,United States,solution-architect,,,269200,,,,286600,251800,,
american-electric-power,AEP,United States,information-technologist-it,,,112250,,,,120700,103800,,
american-electric-power,AEP,United States,project-manager,,,234400,,,,252800,216000,,
american-electric-power,AEP,United States,data-analyst,,,121900,,,,131000,112800,,
american-electric-power,AEP,United States,data-scientist,,,117600,,,,126400,108800,,
american-electric-power,AEP,United States,business-analyst,,,182400,,,,198000,166800,,
american-electric-power,AEP,United States,marketing,,,133300,,,,144700,121900,,
american-electric-power,AEP,United States,civil-engineer,,,135600,,,,144400,126800,,
applovin,APP,United States,software-engineer,1,"Software Engineer 1
(Entry Level)",,,,,,,,
applovin,APP,United States,software-engineer,2,Software Engineer 2,241500,176300,58300,7000,,,,
applovin,APP,United States,software-engineer,3,Senior Software Engineer 1,247300,192500,54800,0,,,,
applovin,APP,United States,software-engineer,4,Senior Software Engineer 2,335000,223800,107500,3800,,,,
applovin,APP,United States,software-engineer,5,Staff Software Engineer,574300,242500,331800,0,,,,
applovin,APP,United States,software-engineer,6,Principal Software Engineer,,,,,,,,
applovin,APP,United States,marketing-operations,,,80400,,,,88000,72800,,
applovin,APP,United States,data-analyst,,,102050,,,,108700,95400,,
applovin,APP,United States,product-manager,,,115850,,,,124500,107200,,
applovin,APP,United States,human-resources,,,206050,,,,223500,188600,,
applovin,APP,United States,data-scientist,,,676600,,,,720800,632400,,
applovin,APP,United States,business-analyst,,,169150,,,,185300,153000,,
applovin,APP,United States,marketing,,,67700,,,,72100,63300,,
applovin,APP,United States,business-development,,,95500,,,,102700,88300,,
applovin,APP,United States,product-designer,,,54250,,,,58300,50200,,
biogen,BIIB,United States,biomedical-engineer,,,151000,,,,163000,139000,,
biogen,BIIB,United States,solution-architect,,,208000,,,,221000,195000,,
biogen,BIIB,United States,product-manager,,,245000,,,,264000,226000,,
biogen,BIIB,United States,data-scientist,,L9,180000,130000,25000,25000,,,4 Years,6 Years
biogen,BIIB,United States,chemical-engineer,,,98600,,,,107000,90200,,
biogen,BIIB,United States,mechanical-engineer,,,202000,,,,217000,187000,,
doordash,DASH,United States,software-engineer,1,"E3
(Entry Level)",184200,141000,30100,13100,,,,
doordash,DASH,United States,software-engineer,2,E4,277400,178200,95700,3500,,,,
doordash,DASH,United States,software-engineer,3,E5,387800,219500,166800,1500,,,,
doordash,DASH,United States,software-engineer,4,E6,606100,275000,324700,6400,,,,
doordash,DASH,United States,software-engineer,5,E7,1030000,308800,720000,0,,,,
doordash,DASH,United States,software-engineer,6,E8,,,,,,,,
doordash,DASH,United States,sales,1,E3,98600,81200,17400,0,,,,
doordash,DASH,United States,sales,2,E4,120000,113000,4500,2500,,,,
doordash,DASH,United States,sales,3,E5,145700,128300,17300,0,,,,
doordash,DASH,United States,sales,4,E6,,,,,,,,
doordash,DASH,United States,sales,5,E7,,,,,,,,
doordash,DASH,United States,sales,6,E8,,,,,,,,
doordash,DASH,United States,business-operations-manager,1,E3,165600,130699,34900,0,,,,
doordash,DASH,United States,business-operations-manager,2,E4,,,,,,,,
doordash,DASH,United States,business-operations-manager,3,E5,182000,147000,35000,0,,,,
doordash,DASH,United States,business-operations-manager,4,E6,292900,180800,112100,0,,,,
doordash,DASH,United States,business-operations-manager,5,E7,,,,,,,,
doordash,DASH,United States,business-operations-manager,6,E8,,,,,,,,
doordash,DASH,United States,recruiter,1,E3,147500,116900,30700,0,,,,
doordash,DASH,United States,recruiter,2,E4,168900,134700,34200,0,,,,
doordash,DASH,United States,recruiter,3,E5,182800,146300,36500,0,,,,
doordash,DASH,United States,recruiter,4,E6,227300,171300,53100,2900,,,,
doordash,DASH,United States,recruiter,5,E7,,,,,,,,
doordash,DASH,United States,product-manager,1,E3,,,,,,,,
doordash,DASH,United States,product-manager,2,E4,300000,189400,110100,441,,,,
doordash,DASH,United States,product-manager,3,E5,378800,221200,154400,3300,,,,
doordash,DASH,United States,product-manager,4,E6,666900,267000,399200,708,,,,
doordash,DASH,United States,product-manager,5,E7,485000,240000,225000,20000,,,,
doordash,DASH,United States,data-scientist,1,"E3
DS0",225300,169400,53400,2500,,,,
doordash,DASH,United States,data-scientist,2,"E4
DS1",249100,180400,68700,0,,,,
doordash,DASH,United States,data-scientist,3,"E5
DS2",273900,196400,77500,0,,,,
doordash,DASH,United States,data-scientist,4,"E6
DS3",449700,248200,197900,3600,,,,
doordash,DASH,United States,data-scientist,5,"E7
DS4",,,,,,,,
doordash,DASH,United States,data-scientist,6,"E8
DS5",,,,,,,,
doordash,DASH,United States,business-analyst,1,E3,130400,110100,19500,861,,,,
doordash,DASH,United States,business-analyst,2,E4,188600,127400,44700,16500,,,,
doordash,DASH,United States,business-analyst,3,E5,227100,152200,72200,2700,,,,
doordash,DASH,United States,business-analyst,4,E6,355000,205000,150000,0,,,,
doordash,DASH,United States,business-analyst,5,E7,325500,228000,97500,0,,,,
doordash,DASH,United States,marketing,1,E3,151000,120400,30600,0,,,,
doordash,DASH,United States,marketing,2,E4,,,,,,,,
doordash,DASH,United States,marketing,3,E5,,,,,,,,
doordash,DASH,United States,marketing,4,E6,,,,,,,,
doordash,DASH,United States,marketing,5,E7,327600,220000,107600,0,,,,
doordash,DASH,United States,software-engineering-manager,1,"M1
Manager 1",532500,319200,212700,604,,,,
doordash,DASH,United States,software-engineering-manager,2,"M2
Manager 2",724000,287400,431100,5500,,,,
doordash,DASH,United States,software-engineering-manager,3,"D1
Director 1",,,,,,,,
doordash,DASH,United States,software-engineering-manager,4,"D2
Director 2",,,,,,,,
doordash,DASH,United States,software-engineering-manager,5,VP,,,,,,,,
doordash,DASH,United States,product-designer,1,E3,191200,162000,24000,5200,,,,
doordash,DASH,United States,product-designer,2,E4,232500,173800,58700,0,,,,
doordash,DASH,United States,product-designer,3,E5,324300,199200,125100,0,,,,
doordash,DASH,United States,product-designer,4,E6,351000,208500,142500,0,,,,
doordash,DASH,United States,product-designer,5,E7,,,,,,,,
google,GOOGL,United States,software-engineer,1,"L3
SWE II
(Entry Level)",193500,152000,30800,10600,,,,
google,GOOGL,United States,software-engineer,2,"L4
SWE III",289900,187000,80200,22700,,,,
google,GOOGL,United States,software-engineer,3,"L5
Senior SWE",421000,222100,167900,31000,,,,
google,GOOGL,United States,software-engineer,4,"L6
Staff SWE",526400,254300,240000,32100,,,,
google,GOOGL,United States,software-engineer,5,"L7
Senior Staff SWE",758400,289900,413400,55100,,,,
google,GOOGL,United States,software-engineer,6,"L8
Principal Engineer",1080000,380100,609200,93300,,,,
google,GOOGL,United States,software-engineer,7,"L9
Distinguished Engineer",2150000,407200,1620000,123400,,,,
google,GOOGL,United States,software-engineer,8,"L10
Google Fellow",,,,,,,,
google,GOOGL,United States,hardware-engineer,1,"L3
Hardware Engineer II",216600,155000,41200,20400,,,,
google,GOOGL,United States,hardware-engineer,2,"L4
Hardware Engineer III",276900,169500,81100,26400,,,,
google,GOOGL,United States,hardware-engineer,3,"L5
Senior Hardware Engineer",377400,203500,137800,36000,,,,
google,GOOGL,United States,hardware-engineer,4,"L6
Staff Hardware Engineer",557700,241500,258000,58200,,,,
google,GOOGL,United States,hardware-engineer,5,"L7
Senior Staff Hardware Engineer",646200,269400,295100,81700,,,,
google,GOOGL,United States,hardware-engineer,6,"L8
Principal Engineer",,,,,,,,
google,GOOGL,United States,sales,1,L3,145900,104700,18300,23000,,,,
google,GOOGL,United States,sales,2,L4,183900,127500,31700,24700,,,,
google,GOOGL,United States,sales,3,L5,227800,151400,42700,33700,,,,
google,GOOGL,United States,sales,4,L6,307700,174200,81000,52500,,,,
google,GOOGL,United States,sales,5,L7,427000,223800,133600,69600,,,,
google,GOOGL,United States,sales,6,L8,657300,278100,253100,126100,,,,
google,GOOGL,United States,product-manager,1,"Associate Product Manager 1
APM1",167500,139700,14700,13100,,,,
google,GOOGL,United States,product-manager,2,"Associate Product Manager 2
APM2",183200,153800,17700,11700,,,,
google,GOOGL,United States,product-manager,3,"Product Manager 1
L4",273200,172300,76300,24600,,,,
google,GOOGL,United States,product-manager,4,"Product Manager 2
L5",369300,206300,138200,24800,,,,
google,GOOGL,United States,product-manager,5,"Senior PM
L6",541300,242800,250100,48400,,,,
google,GOOGL,United States,product-manager,6,"Group PM
L7",726400,286100,356400,83900,,,,
google,GOOGL,United States,product-manager,7,"Director
L8",1090000,333900,642300,110800,,,,
google,GOOGL,United States,product-manager,8,"Senior Director / VP
L9 / L10",2450000,443300,1710000,298300,,,,
google,GOOGL,United States,technical-program-manager,1,"L3
TPM I",185300,143200,26300,15800,,,,
google,GOOGL,United States,technical-program-manager,2,"L4
TPM II",260100,162800,72300,25000,,,,
google,GOOGL,United States,technical-program-manager,3,"L5
TPM III",348600,201300,111200,36100,,,,
google,GOOGL,United States,technical-program-manager,4,"L6
Sr. TPM I",426100,230600,149200,46300,,,,
google,GOOGL,United States,technical-program-manager,5,"L7
Sr. TPM II",569600,269300,224400,75800,,,,
google,GOOGL,United States,technical-program-manager,6,"L8
Director",876000,322900,436700,116400,,,,
google,GOOGL,United States,data-scientist,1,"L3
Data Scientist II",163000,136000,20100,6900,,,,
google,GOOGL,United States,data-scientist,2,"L4
Data Scientist III",265300,176000,64000,25200,,,,
google,GOOGL,United States,data-scientist,3,"L5
Senior Data Scientist",367100,207000,123900,36100,,,,
google,GOOGL,United States,data-scientist,4,"L6
Staff Data Scientist",445100,241200,154400,49500,,,,
google,GOOGL,United States,data-scientist,5,"L7
Senior Staff Data Scientist",637800,271500,307200,59200,,,,
google,GOOGL,United States,data-scientist,6,"L8
Principal Data Scientist",895000,349200,465000,80800,,,,
google,GOOGL,United States,program-manager,1,"L3
Program Manager II",176200,123400,33800,19000,,,,
google,GOOGL,United States,program-manager,2,"L4
Program Manager III",248300,163700,62800,21900,,,,
google,GOOGL,United States,program-manager,3,"L5
Senior Program Manager",308800,184100,95300,29300,,,,
google,GOOGL,United States,program-manager,4,"L6
Staff Program Manager",389700,214400,127400,47900,,,,
google,GOOGL,United States,program-manager,5,"L7
Senior Staff Program Manager",577200,276100,217500,83600,,,,
google,GOOGL,United States,program-manager,6,"L8
Principal Program Manager",754300,309000,334300,111000,,,,
